SchoolRecordID,SeedCode,SchUID,SchoolName,SchoolMapLabel,SchoolType,CentreType,Denomination,LAName,LACode,AddressLine1,AddressLine2,AddressLine3,PostCode,PostCode_clean,Postcode_area,Postcode_district,Latitude,Longitude,GridRefEasting,GridRefNorthing,PupilRoll,FTETeacher,PropPupilsMinorityEthnic,PropPupils20PCMostDeprived,DZSIMDPercentile,DZSIMDMostDep15Pct,DZSIMDMostDep16_25Pct,DZSIMDMostDep25Pct,AddrUR8,AddrUR6,AddrUR8Desc,AddrUR6Desc,DZUR8,DZUR6,DZUR8Desc,DZUR6Desc,DataZone,UPRN,Email,Phone,Website,Notes,HasCoordinates
310,5746434,5746434S,St Mungo's RC High School,St Mungo's RC High School (Falkirk),Secondary,Local Authority,Roman Catholic,Falkirk,S12000014,Merchison Avenue,Falkirk,,FK2 7JT,FK2 7JT,FK,FK2,56.0068307,-3.792484,288328,680772,1212,99.1,10 - <20%,15 - <20%,11,Y,N,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01009133,136079081,stmungoshighschool@falkirk.gov.uk,01324 614614,http://www.stmungoshighschool.co.uk/,,True
311,8337934,8337934S,St Ninian's High School,St Ninian's High School (East Dunbartonshire),Secondary,Local Authority,Roman Catholic,East Dunbartonshire,S12000045,Bellfield Road,Kirkintilloch,,G66 1DT,G66 1DT,G,G66,55.9362388,-4.1626319,265005,673578,889,81.0,5 - <10%,10 - <15%,37,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01008133,132053075,office@st-ninians.e-dunbarton.sch.uk,0141 955 2386,http://www.st-ninians.e-dunbarton.sch.uk,,True
312,8602433,8602433S,St Ninian's High School,St Ninian's High School (East Renfrewshire),Secondary,Local Authority,Roman Catholic,East Renfrewshire,S12000011,13 Eastwood Park,Rouken Glen Road,GIFFNOCK,G46 6UX,G46 6UX,G,G46,55.7993299,-4.3020449,255791,658626,1943,154.9,>20%,0 - <5%,54,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01008413,131033206,headteacher@st-ninians.e-renfrew.sch.uk,0141 577 2000,http://www.ea.e-renfrew.sch.uk/stninians/,,True
313,8432139,8432139S,St Paul's High School,St Paul's High School (Glasgow City),Secondary,Local Authority,Roman Catholic,Glasgow City,S12000049,36 Damshot Road,,GLASGOW,G53 5HW,G53 5HW,G,G53,55.824408,-4.3376131,253656,661491,1075,81.2,>20%,65 - <70%,25,N,Y,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01009788,906700256689,headteacher@st-paulshigh.glasgow.sch.uk,0141 582 0040,http://www.st-paulshigh.glasgow.sch.uk/,,True
314,5330033,5330033S,St Paul's RC Academy,St Paul's RC Academy (Dundee City),Secondary,Local Authority,Roman Catholic,Dundee City,S12000042,90 Gillburn Road,Dundee,,DD3 0EH,DD3 0EH,DD,DD3,56.4862973,-2.9788721,339817,733119,997,80.9,5 - <10%,50 - <55%,12,Y,N,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01007808,9059095192,stpaulsrcacademy@dundeeschools.scot,01382 307701,http://st-pauls.ea.dundeecity.sch.uk/,,True
315,8300135,8300135S,St Peter the Apostle High School,St Peter the Apostle High School (West Dunbartonshire),Secondary,Local Authority,Roman Catholic,West Dunbartonshire,S12000039,Kirkoswald Drive,,CLYDEBANK,G81 2DB,G81 2DB,G,G81,55.9147769,-4.3984058,250197,671676,1517,101.7,5 - <10%,50 - <55%,9,Y,N,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01013140,129052717,SchoolOffice.SPTA@west-dunbarton.gov.uk,0141 533 3100,http://stpetertheapostle.co.uk/,,True
316,8438730,8438730S,St Roch's Secondary School,St Roch's Secondary School (Glasgow City),Secondary,Local Authority,Roman Catholic,Glasgow City,S12000049,25 Rhymer Street,,GLASGOW,G21 2NF,G21 2NF,G,G21,55.8687383,-4.2314579,260464,666204,696,69.6,>20%,80 - <85%,5,Y,N,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01010231,906700219718,headteacher@st-rochs-sec.glasgow.sch.uk,0141 582 0270,http://www.st-rochs-sec.glasgow.sch.uk/,,True
317,8645639,8645639S,St Stephen's High School,St Stephen's High School (Inverclyde),Secondary,Local Authority,Roman Catholic,Inverclyde,S12000018,Port Glasgow Community Campus,Kilmacolm Road,PORT GLASGOW,PA14 6PP,PA14 6PP,PA,PA14,55.9200465,-4.6535948,234274,672845,542,46.0,0 - <5%,65 - <70%,12,Y,N,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01010926,119054309,INStStephens@glowscotland.onmicrosoft.com,01475 715300,http://st-stephens.inverclyde.sch.uk/,,True
318,8438838,8438838S,St Thomas Aquinas Secondary School,St Thomas Aquinas Secondary School (Glasgow City),Secondary,Local Authority,Roman Catholic,Glasgow City,S12000049,112 Mitre Road,,GLASGOW,G14 9PP,G14 9PP,G,G14,55.8808873,-4.3351712,254021,667770,1163,85.6,>20%,60 - <65%,87,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01010420,906700381032,headteacher@st-thomasaquinas-sec.glasgow.sch.uk,0141 582 0280,https://blogs.glowscotland.org.uk/gc/stthomasaquinassecondaryschoolglasgow/,,True
319,5534232,5534232S,St Thomas Of Aquin's High School,St Thomas Of Aquin's High School (City of Edinburgh),Secondary,Local Authority,Roman Catholic,City of Edinburgh,S12000036,2-20 Chalmers Street,Edinburgh,,EH3 9NH,EH3 9NH,EH,EH3,55.9436064,-3.1976947,325292,672933,799,64.0,>20%,10 - <15%,72,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01008667,906430314,admin@st-thomasaquins.edin.sch.uk,0131 229 8734,http://www.st-thomas-of-aquins.org.uk/,,True
320,8224730,8224730S,Stewarton Academy,Stewarton Academy (East Ayrshire),Secondary,Local Authority,Non-denominational,East Ayrshire,S12000008,Cairnduff Place,Stewarton,,KA3 5QF,KA3 5QF,KA,KA3,55.6828713,-4.5012077,242841,646102,881,60.6,0 - <5%,*,67,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,S01007933,127015286,eaStewarton.Ac@eastayrshire.org.uk,01560 482342,https://blogs.glowscotland.org.uk/ea/stewartonacademysite2016/,,True
321,5726239,5726239S,Stirling High School,Stirling High School (Stirling),Secondary,Local Authority,Non-denominational,Stirling,S12000030,Torbrex Farm Road,,STIRLING,FK8 2PA,FK8 2PA,FK,FK8,56.1049087,-3.9459679,279066,691945,1095,76.5,5 - <10%,10 - <15%,80,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01013059,122059752,stirlinghs@stirling.gov.uk,01786 472451,http://www.stirlinghigh.co.uk/,,True
322,8458634,8458634S,Stonelaw High School,Stonelaw High School (South Lanarkshire),Secondary,Local Authority,Non-denominational,South Lanarkshire,S12000029,140 Calderwood Road,Rutherglen,,G73 3BP,G73 3BP,G,G73,55.8210288,-4.196302,262495,660825,1331,94.6,5 - <10%,25 - <30%,86,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01012881,484139624,office@stonelaw.s-lanark.sch.uk,0141 6430212,http://www.stonelaw.s-lanark.sch.uk/,,True
323,5903130,5903130S,Stranraer Academy,Stranraer Academy (Dumfries and Galloway),Secondary,Local Authority,Non-denominational,Dumfries and Galloway,S12000006,McMaster's Road,Stranraer,,DG9 8BY,DG9 8BY,DG,DG9,54.9055403,-5.0036723,207529,560889,991,68.6,0 - <5%,20 - <25%,42,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01007489,137027043,gw08officestranraer@ea.dumgal.sch.uk,01776 706484/6,http://www.stranraeracademy.org.uk/index.html,,True
324,8533830,8533830S,Strathaven Academy,Strathaven Academy (South Lanarkshire),Secondary,Local Authority,Non-denominational,South Lanarkshire,S12000029,Bowling Green Road,Strathaven,,ML10 6DP,ML10 6DP,ML,ML10,55.6764423,-4.0705889,269889,644494,1007,79.5,0 - <5%,0 - <5%,83,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,S01012686,484159294,office@strathaven.s-lanark.sch.uk,01357 524040,http://www.strathaven.s-lanark.sch.uk/index.html,,True
325,6003532,6003532S,Stromness Academy,Stromness Academy (Orkney Islands),Secondary,Local Authority,Non-denominational,Orkney Islands,S12000023,Stromness,Orkney,,KW16 3JS,KW16 3JS,KW,KW16,58.96956,-3.2848553,326218,1009865,338,37.5,0 - <5%,0%,71,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,S01011806,134011099,admin.sa@glow.orkneyschools.org.uk,01856 850660,http://www.stromnessacademy.org.uk/,,True
326,6003834,6003834S,Stronsay Junior High School,Stronsay Junior High School (Orkney Islands),Secondary,Local Authority,Non-denominational,Orkney Islands,S12000023,Stronsay,Orkney,,KW17 2AE,KW17 2AE,KW,KW17,59.1200327,-2.6101823,365165,1026070,16,5.1,*,0%,36,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,S01011831,134014273,admin.stronsay@glow.orkneyschools.org.uk,01857 616246,http://stronsay-jh.blogspot.com/,,True
327,5119839,5119839S,Tain Royal Academy,Tain Royal Academy (Highland),Secondary,Local Authority,Non-denominational,Highland,S12000017,Scotsburn Road,Tain,,IV19 1PS,IV19 1PS,IV,IV19,57.8080249,-4.0570069,277869,881684,516,41.4,0 - <5%,10 - <15%,28,N,N,N,5,4,Very Remote Small Towns,Remote Small Towns,5,4,Very Remote Small Towns,Remote Small Towns,S01010754,130127580,tainroyal.academy@highland.gov.uk,01862 892121,http://www.tainroyalacademy.org.uk/,,True
328,8110530,8110530S,Tarbert Academy,Tarbert Academy (Argyll and Bute),Secondary,Local Authority,Non-denominational,Argyll and Bute,S12000035,School Road,Tarbert,ARGYLL,PA29 6TE,PA29 6TE,PA,PA29,55.8618414,-5.4131743,186506,668454,120,16.5,*,*,63,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,S01007323,125041643,enquiriestarbert@argyll-bute.gov.uk,01880 820269,http://www.tarbert.argyll-bute.sch.uk/,,True
329,8519137,8519137S,Taylor High School,Taylor High School (North Lanarkshire),Secondary,Local Authority,Roman Catholic,North Lanarkshire,S12000050,Carfin Street,New Stevenston,MOTHERWELL,ML1 4JP,ML1 4JP,ML,ML1,55.8081854,-3.9749565,276320,658978,988,67.6,10 - <20%,20 - <25%,69,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01011464,118080188,ht@taylor.n-lanark.sch.uk,01698 274976,http://www.taylor.n-lanark.sch.uk/,,True
330,5350034,5350034S,The Community School of Auchterarder,The Community School of Auchterarder (Perth and Kinross),Secondary,Local Authority,Non-denominational,Perth and Kinross,S12000048,New School Lane,Auchterarder,PERTHSHIRE,PH3 1BL,PH3 1BL,PH,PH3,56.2980872,-3.7084577,294370,713052,544,42.8,0 - <5%,*,67,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,S01011852,124048375,Auchterarder@pkc.gov.uk,01764 662182,www.tcsoa.com,,True
331,5231434,5231434S,The Gordon Schools,The Gordon Schools (Aberdeenshire),Secondary,Local Authority,Non-denominational,Aberdeenshire,S12000034,Castle Street,Huntly,ABERDEENSHIRE,AB54 4SE,AB54 4SE,AB,AB54,57.4505326,-2.7849894,352989,840299,665,61.2,0 - <5%,*,51,N,N,N,4,4,Remote Small Towns,Remote Small Towns,4,4,Remote Small Towns,Remote Small Towns,S01007008,151085781,gordonschools.aca@aberdeenshire.gov.uk,01466 405990,http://www.gordonschools.aberdeenshire.sch.uk,,True
332,5512131,5512131S,The James Young High School,The James Young High School (West Lothian),Secondary,Local Authority,Non-denominational,West Lothian,S12000040,Quentin Rise,Dedridge West,LIVINGSTON,EH54 6NE,EH54 6NE,EH,EH54,55.880946,-3.5152231,305308,666349,1197,82.4,10 - <20%,10 - <15%,20,N,Y,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01013278,200004104365,wljamesyoung-hs@westlothian.org.uk,01506 414244,http://www.jyhs.westlothian.org.uk,,True
333,6233139,6233139S,The Nicolson Institute,The Nicolson Institute (Na h-Eileanan an Iar),Secondary,Local Authority,Non-denominational,Na h-Eileanan an Iar,S12000013,Stornoway,Lewis,,HS1 2PZ,HS1 2PZ,HS,HS1,58.2091715,-6.3801376,142809,932857,1022,81.6,0 - <5%,0%,28,N,N,N,5,4,Very Remote Small Towns,Remote Small Towns,5,4,Very Remote Small Towns,Remote Small Towns,S01009041,139023190,nicolsoninstitute@gnes.net,01851 707000,http://www.nicolsoninstitute.org/,UPRN is a Parent UPRN in SAD 2024 Q1.,True
334,5533732,5533732S,The Royal High School,The Royal High School (City of Edinburgh),Secondary,Local Authority,Non-denominational,City of Edinburgh,S12000036,East Barnton Avenue,Edinburgh,,EH4 6JP,EH4 6JP,EH,EH4,55.9639201,-3.2843314,319923,675291,1476,100.0,10 - <20%,5 - <10%,93,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01008940,906330366,admin@royalhigh.edin.sch.uk,0131 336 2261,http://www.royalhigh.edin.sch.uk/,,True
335,5102030,5102030S,Thurso High School,Thurso High School (Highland),Secondary,Local Authority,Non-denominational,Highland,S12000017,Ormlie Road,Thurso,,KW14 7DS,KW14 7DS,KW,KW14,58.587151,-3.5307275,311108,967589,753,57.0,0 - <5%,*,21,N,Y,Y,5,4,Very Remote Small Towns,Remote Small Towns,5,4,Very Remote Small Towns,Remote Small Towns,S01010806,130071735,thurso.high@highland.gov.uk,01847 893822,http://thursohighschool.wordpress.com,,True
336,8110131,8110131S,Tiree High School,Tiree High School (Argyll and Bute),Secondary,Local Authority,Non-denominational,Argyll and Bute,S12000035,Isle Of Tiree,Argyll,,PA77 6XA,PA77 6XA,PA,PA77,56.5228731,-6.9174622,97695,747598,37,11.2,*,0%,44,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,S01007284,125063245,enquiries@tiree.argyll-bute.sch.uk,01879 220790/220383,http://www.tiree.argyll-bute.sch.uk/,,True
337,8110638,8110638S,Tobermory High School,Tobermory High School (Argyll and Bute),Secondary,Local Authority,Non-denominational,Argyll and Bute,S12000035,Tobermory,Isle Of Mull,ARGYLL,PA75 6PB,PA75 6PB,PA,PA75,56.6242108,-6.0687474,150519,755448,151,20.8,*,0%,69,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,S01007286,125031352,tobermoryhigh-enquiries@argyll-bute.gov.uk,01688 302062,http://www.tobermory.argyll-bute.sch.uk,,True
338,5534534,5534534S,Trinity Academy,Trinity Academy (City of Edinburgh),Secondary,Local Authority,Non-denominational,City of Edinburgh,S12000036,Craighall Avenue,Edinburgh,,EH6 4RT,EH6 4RT,EH,EH6,55.9767467,-3.1945841,325550,676618,1000,72.9,>20%,5 - <10%,95,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01008824,906337877,admin@trinity.edin.sch.uk,0131 478 5050,http://www.trinity.edin.sch.uk/,,True
339,8458030,8458030S,Trinity High School,Trinity High School (South Lanarkshire),Secondary,Local Authority,Roman Catholic,South Lanarkshire,S12000029,Glenside Drive,Rutherglen,,G73 3LW,G73 3LW,G,G73,55.8229574,-4.1884443,262994,661024,1231,87.8,10 - <20%,25 - <30%,27,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01012850,484162029,office@trinity.s-lanark.sch.uk,0141 646 3650,http://www.trinity.s-lanark.sch.uk/,,True
340,8632030,8632030S,Trinity High School,Trinity High School (Renfrewshire),Secondary,Local Authority,Roman Catholic,Renfrewshire,S12000038,Glebe Street,,RENFREW,PA4 8TP,PA4 8TP,PA,PA4,55.8773488,-4.3870157,250765,667487,953,72.4,10 - <20%,25 - <30%,40,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01012181,123079705,trinityhighenquiries@renfrewshire.gov.uk,0300 300 1444,http://trinityhighrenfrew.co.uk/,,True
341,8342032,8342032S,Turnbull High School,Turnbull High School (East Dunbartonshire),Secondary,Local Authority,Roman Catholic,East Dunbartonshire,S12000045,St Mary's Road,Bishopbriggs,GLASGOW,G64 2EF,G64 2EF,G,G64,55.9088675,-4.2403073,260055,670687,658,61.8,10 - <20%,15 - <20%,85,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01008098,132053093,office@turnbull.e-dunbarton.sch.uk,0141 955 2393,http://www.turnbull.e-dunbarton.sch.uk,,True
342,5221234,5221234S,Turriff Academy,Turriff Academy (Aberdeenshire),Secondary,Local Authority,Non-denominational,Aberdeenshire,S12000034,Victoria Terrace,Turriff,ABERDEENSHIRE,AB53 4EE,AB53 4EE,AB,AB53,57.5365212,-2.4608702,372505,849693,623,60.7,*,0%,52,N,N,N,4,4,Remote Small Towns,Remote Small Towns,4,4,Remote Small Towns,Remote Small Towns,S01007020,151086881,turriff.aca@aberdeenshire.gov.uk,01888 530900,http://www.turriff.aberdeenshire.sch.uk,,True
343,5534631,5534631S,Tynecastle High School,Tynecastle High School (City of Edinburgh),Secondary,Local Authority,Non-denominational,City of Edinburgh,S12000036,17-19 McLeod Street,Edinburgh,,EH11 2NJ,EH11 2NJ,EH,EH11,55.9396093,-3.2304067,323241,672524,838,61.4,>20%,10 - <15%,38,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01008498,906464434,admin@tynecastle.edin.sch.uk,0131 337 3488,http://tynecastlehighschool.org.uk/,,True
344,8525331,8525331S,Uddingston Grammar School,Uddingston Grammar School (South Lanarkshire),Secondary,Local Authority,Non-denominational,South Lanarkshire,S12000029,Old Glasgow Road,Uddingston,,G71 7BT,G71 7BT,G,G71,55.8228902,-4.0921426,269026,660830,1355,112.6,5 - <10%,20 - <25%,94,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01012807,484161827,office@uddingston.s-lanark.sch.uk,01698 805050,http://www.uddingston.s-lanark.sch.uk/,,True
345,5119936,5119936S,Ullapool High School,Ullapool High School (Highland),Secondary,Local Authority,Non-denominational,Highland,S12000017,Mill Street,Ullapool,,IV26 2UN,IV26 2UN,IV,IV26,57.8982267,-5.1549083,213122,894232,173,22.5,*,0%,68,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,S01010692,130009532,ullapool.high@highland.gov.uk,01854 612078,http://www.ullapoolhigh.highland.sch.uk,,True
346,8304831,8304831S,Vale Of Leven Academy,Vale Of Leven Academy (West Dunbartonshire),Secondary,Local Authority,Non-denominational,West Dunbartonshire,S12000039,Main Street,,ALEXANDRIA,G83 0BH,G83 0BH,G,G83,55.9803366,-4.5809828,239061,679381,982,84.0,0 - <5%,50 - <55%,24,N,Y,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01013209,129052724,SchoolOffice.VOLA@west-dunbarton.gov.uk,01389 777000,https://sites.google.com/ourcloud.buzz/valeoflevenacademy,,True
347,5407338,5407338S,Viewforth High School,Viewforth High School (Fife),Secondary,Local Authority,Non-denominational,Fife,S12000047,Windmill Community Campus,Windmill Road,KIRKCALDY FIFE,KY1 3AL,KY1 3AL,KY,KY1,56.1320609,-3.1289034,329931,693834,702,62.0,*,50 - <55%,11,Y,N,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01009531,320313394,viewforthhs.enquiries@fife.gov.uk,01592 583408,https://viewforthhighschool.co.uk/,,True
348,5426138,5426138S,Waid Academy,Waid Academy (Fife),Secondary,Local Authority,Non-denominational,Fife,S12000047,St Andrews Road,Anstruther,KY10 3GY,KY10 3HD,KY10 3HD,KY,KY10,56.22683,-2.703886,356455,704031,681,53.7,0 - <5%,0 - <5%,52,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,S01009710,320319757,waidacademy.enquiries@fife.gov.uk,01334 659404,https://blogs.glowscotland.org.uk/fi/waidacademy/,School Contacts List UPRN (320176042) is not in SAD 2024 Q1.  GISAT has assigned the UPRN for Waid Community Campus (320319757) which shares the site.,True
349,5939739,5939739S,Wallace Hall Academy,Wallace Hall Academy (Dumfries and Galloway),Secondary,Local Authority,Non-denominational,Dumfries and Galloway,S12000006,Station Road,Thornhill,DUMFRIESSHIRE,DG3 5DS,DG3 5DS,DG,DG3,55.2424201,-3.7572592,288370,595655,551,40.5,0 - <5%,5 - <10%,47,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,S01007565,137103700,gw08officewallace@ea.dumgal.sch.uk,01848 332120,https://www.wallacehall.co.uk/,,True
350,5726530,5726530S,Wallace High School,Wallace High School (Stirling),Secondary,Local Authority,Non-denominational,Stirling,S12000030,Airthrey Road,,STIRLING,FK9 5HW,FK9 5HW,FK,FK9,56.1408371,-3.9281544,280286,695912,1186,91.5,5 - <10%,25 - <30%,100,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01013083,122059725,wallacehs@stirling.gov.uk,01786 462166,http://www.wallacehigh.org.uk/,,True
351,5307732,5307732S,Webster's High School,Webster's High School (Angus),Secondary,Local Authority,Non-denominational,Angus,S12000041,Prosen Road,Kirriemuir,,DD8 5BR,DD8 5BR,DD,DD8,56.6706452,-3.0060358,338445,753662,654,58.0,0 - <5%,*,20,N,Y,Y,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,S01007272,117096163,WebstersHigh@angusschools.org.uk,01575 526000,https://www.webstershigh.co.uk/,,True
352,5502330,5502330S,West Calder High School,West Calder High School (West Lothian),Secondary,Local Authority,Non-denominational,West Lothian,S12000040,Limefield Lane,Polbeth,WEST CALDER,EH55 8BF,EH55 8BF,EH,EH55,55.8535005,-3.559815,302449,663356,1132,78.4,10 - <20%,5 - <10%,53,N,N,N,2,2,Other Urban Areas,Other Urban Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,S01013250,135046659,wlwestcalder-hs@westlothian.org.uk,01506 871510,http://www.wchs.westlothian.org.uk,,True
353,5533937,5533937S,Wester Hailes High School,Wester Hailes High School (City of Edinburgh),Secondary,Local Authority,Non-denominational,City of Edinburgh,S12000036,5 Murrayburn Drive,Edinburgh,,EH14 2SU,EH14 2SU,EH,EH14,55.9176429,-3.2905605,319438,670148,401,43.2,10 - <20%,75 - <80%,45,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01008458,906175152,admin@whec.edin.sch.uk,0131 442 2201,http://www.whec.edin.sch.uk/,,True
354,5232937,5232937S,Westhill Academy,Westhill Academy (Aberdeenshire),Secondary,Local Authority,Non-denominational,Aberdeenshire,S12000034,Hays Way,Westhill,ABERDEENSHIRE,AB32 6XZ,AB32 6XZ,AB,AB32,57.1559453,-2.2823547,383018,807267,847,69.3,10 - <20%,*,99,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01006940,151087059,westhill.aca@aberdeenshire.gov.uk,01224 087850,http://www.westhillacademy.aberdeenshire.sch.uk/,,True
355,6003036,6003036S,Westray Junior High School,Westray Junior High School (Orkney Islands),Secondary,Local Authority,Non-denominational,Orkney Islands,S12000023,Westray,Orkney,,KW17 2DH,KW17 2DH,KW,KW17,59.3189756,-2.9912517,343678,1048484,35,5.9,*,0%,46,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,S01011832,134014360,admin.westray@glow.orkneyschools.org.uk,01857 677353,http://www.westrayjuniorhighschool.co.uk/,,True
356,6104134,6104134S,Whalsay School,Whalsay School (Shetland Islands),Secondary,Local Authority,Non-denominational,Shetland Islands,S12000027,Symbister,Whalsay,SHETLAND,ZE2 9AQ,ZE2 9AQ,ZE,ZE2,60.340112,-1.0188788,454263,1162187,57,10.0,*,0%,79,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,S01012415,30100004743,whalsay@shetland.gov.uk,01595 743800,http://www.whalsay.shetland.sch.uk/,,True
357,5510430,5510430S,Whitburn Academy,Whitburn Academy (West Lothian),Secondary,Local Authority,Non-denominational,West Lothian,S12000040,Shanks Road,Whitburn,WEST LOTHIAN,EH47 0HL,EH47 0HL,EH,EH47,55.8680561,-3.6796302,294989,665152,851,64.1,0 - <5%,25 - <30%,25,N,Y,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01013377,200004128090,wlwhitburn-ac@westlothian.org.uk,01501 740675,http://www.whitburnacademy.westlothian.org.uk,,True
358,8439532,8439532S,Whitehill Secondary School,Whitehill Secondary School (Glasgow City),Secondary,Local Authority,Non-denominational,Glasgow City,S12000049,280 Onslow Drive,Dennistoun,GLASGOW,G31 2QF,G31 2QF,G,G31,55.8608209,-4.2125304,261620,665285,604,56.4,>20%,60 - <65%,44,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01010238,906700201073,headteacher@whitehill-sec.glasgow.sch.uk,0141 582 0290,https://blogs.glowscotland.org.uk/gc/whitehillsecondary/,,True
359,5102138,5102138S,Wick High School,Wick High School (Highland),Secondary,Local Authority,Non-denominational,Highland,S12000017,Newton Road,,WICK,KW1 5LT,KW1 5LT,KW,KW1,58.4375998,-3.0990709,335929,950447,735,56.6,0 - <5%,20 - <25%,38,N,N,N,5,4,Very Remote Small Towns,Remote Small Towns,5,4,Very Remote Small Towns,Remote Small Towns,S01010780,130014661,wick.high@highland.gov.uk,01955 603333/4,http://www.wickhighschool.org,,True
360,8602034,8602034S,Williamwood High School,Williamwood High School (East Renfrewshire),Secondary,Local Authority,Non-denominational,East Renfrewshire,S12000011,Eaglesham Road,Clarkston,GLASGOW,G76 8RF,G76 8RF,G,G76,55.7761743,-4.2757077,257357,655995,1668,143.8,10 - <20%,0 - <5%,95,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01008365,131041521,headteacher@williamwood.e-renfrew.sch.uk,0141 577 2500,http://www.williamwood.e-renfrew.sch.uk/,,True
361,1005979,1005979S,Winchburgh Academy,Winchburgh Academy (West Lothian),Secondary,Local Authority,Non-denominational,West Lothian,S12000040,Linlithgow Road,,WINCHBURGH,EH52 6FY,EH52 6FY,EH,EH52,55.9620366,-3.4810196,307640,675326,110,12.3,>20%,*,77,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,S01013455,135051866,wlwinchburgh-ac@westlothian.org.uk,01506 280440,winchburghacademy.westlothian.org.uk,,True
